學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
J4c74cadd40,社會科學類,當世界不再消費:經濟最壞面目,10,2008,高寶國際出版,3F中文圖書區,2009-04-15,金融危機,1,商學院,2014-02-19T03:53:13Z
Fbd2cd8da7f,語言文學類,下一站,21,2012,九歌,3F中文圖書區,2012-06-11,散文,2,公共事務學院,2015-01-23T04:52:18Z
F1b622e42f0,總類,大量閱讀的重要性,15,2010,博雅書屋,1F通識悅讀專區,2012-08-06,閱讀,1,公共事務學院,2014-04-23T12:32:43Z
Ha97ecc14df,語言文學類,關於跑步:我說的其實是......,8,2008,時報文化,3F中文圖書區,2009-03-11,NA,2,商學院,2014-10-30T03:35:33Z
D11d51fde6c,語言文學類,"天誅.第三部,創世紀卷",65,2010,蓋亞文化,3F中文圖書區,2013-12-02,中國小說,2,社會科學院,2014-12-12T01:06:31Z
B3f266161ea,語言文學類,檀香刑,16,2001,麥田出版,3F中文圖書區,2002-12-17,NA,4,公共事務學院,2016-10-07T09:01:38Z
Aada7514ade,語言文學類,家規,4,2011,台灣商務,3F中文圖書區,2012-05-16,NA,2,法律學院,2015-04-07T04:56:21Z
Ac3a51995f5,語言文學類,續. 在森崎書店的日子,28,2012,馬可孛羅文化,3F中文圖書區,2013-03-14,日本文學,1,法律學院,2014-06-19T08:49:58Z
K450e523622,社會科學類,經濟學 : 21世紀全球視野 = Economics,20,2012,雙葉書廊,3F中文圖書區,2012-12-18,經濟學,2,人文學院,2014-12-18T07:18:00Z
F0495ac4e29,語言文學類,在天堂遇見的五個人,17,2004,大塊文化出版,3F中文圖書區,2005-10-20,NA,3,公共事務學院,2016-07-20T01:39:39Z
G258333515e,總類,漫畫易經,3,1999,臺灣先智出版,3F中文圖書區,2005-11-18,易經漫畫與卡通,2,商學院,2014-08-18T07:20:08Z
B7230aef465,應用科學類,"行動沙拉吧! : 玻璃罐食譜 : 風靡巴黎、東京、紐約新食感、預先做,隨時吃,口口鮮脆又健康!",57,2015,野人文化,3F中文圖書區,2015-10-23,食譜,3,公共事務學院,2015-11-08T06:07:53Z
Iec5e97df1d,藝術類,賈伯斯 [電影片] = Jobs,46,2014,采昌國際多媒體,1F視聽區,2014-10-02,電影片,2,商學院,2015-05-05T06:01:06Z
K0357ab3909,哲學類,尼采:其人及其思想,225,2007,商周出版,3F中文圖書區,2010-01-05,"尼采 (Nietzsche, Friedrich Wilhelm, 1844-1900) 學術思想",4,人文學院,2017-01-07T00:43:47Z
A0f390c7645,語言文學類,新聞法論,107,1997,世紀法商雜誌社,3F中文圖書區,2001-03-12,新聞法令，規則等中國,1,法律學院,2014-05-07T02:28:56Z
C3490ea1632,社會科學類,了解總體經濟的第一本書 : 想要看懂全球經濟變化你必須懂這些,41,2011,經濟新潮社,3F中文圖書區,2012-03-29,總體經濟學,2,社會科學院,2015-04-17T05:01:16Z
Fbf1e6668ed,語言文學類,"一,二,縫好鞋釦",28,2002,遠流,3F中文圖書區,2006-11-08,NA,1,公共事務學院,2013-12-20T06:47:47Z
G472c07362e,中國史地,新二二八史像:最新出土事件小說．詩．報導．評論,25,2003,台灣社會科學出版,3F中文圖書區,2004-04-13,二二八事件史料,1,商學院,2014-03-05T09:54:12Z
Kc3dfc04d3e,世界史地,陳寅恪的最後二十年,25,1997,聯經,3F中文圖書區,2000-08-03,陳寅恪傳記,1,人文學院,2014-01-13T03:10:01Z
B3c56fed4d9,社會科學類,行政法,8,2014,莊國榮,3F中文圖書區,2015-09-03,行政法,3,公共事務學院,2015-10-19T07:04:42Z
D0e0d8d7172,社會科學類,社會學的想像,7,1995,巨流出版,3F中文圖書區,2005-11-18,"社會學哲學,原理",2,社會科學院,2015-03-02T06:57:46Z
M2cfd224e46,藝術類,The Mediterranean and the Mediterranean world in the age of Philip II,141,9999,University of California Press,4F外文圖書區,1999-03-02,Human geography Mediterranean Region.,2,人文學院,2014-10-14T05:03:21Z
L3f1ee22f0d,語言文學類,哈利波特:死神的聖物,113,2007,皇冠文化,3F中文圖書區,2007-11-23,NA,4,人文學院,2017-01-03T05:10:46Z
A35f7cbcdf8,科學類,Fundamentals of futures and options markets,8,2014,Pearson,4F外文圖書區,2014-10-15,Futures market.,3,法律學院,2016-03-07T08:32:07Z
Cb01b766267,科學類,Fundamentals of futures and options markets,60,2008,Pearson/Prentice Hall,4F外文圖書區,2011-09-15,Futures market.,4,社會科學院,2016-09-13T07:59:55Z
C2c90f38f7e,語言文學類,來不及穿的8號鞋,7,2008,三采文化,3F中文圖書區,2010-03-04,NA,1,社會科學院,2014-06-05T12:35:42Z
Dd37cde99f2,社會科學類,被綁架的性 : 來自A片國度的辛辣報告,54,2012,八旗文化,3F中文圖書區,2012-12-11,色情,3,社會科學院,2015-12-24T07:33:32Z
K84b62098f7,藝術類,重返榮耀[DVD]=The legeng of Bagger Vance,43,2002,威翰資訊發行,1F視聽區,2002-03-15,電影片,1,人文學院,2014-01-16T09:05:45Z
A0c6fd801a5,社會科學類,債法各論,13,2006,元照,3F中文圖書區,2008-04-30,債法,2,法律學院,2015-03-26T05:58:09Z
Kefeffb215d,藝術類,永不妥協[DVD]=Erin Brockovich,12,2002,威翰資訊發行,1F視聽區,2002-03-15,電影片,1,人文學院,2013-11-29T05:59:29Z
L78b1d6e511,藝術類,"世界32個城市咖啡館 = Coffee, please!",23,2005,太雅發行,1F寰宇開卷專區,2013-07-12,咖啡館,4,人文學院,2017-01-04T12:02:42Z
A544538cd74,語言文學類,別冊圖書館戰爭. I,39,2010,臺灣國際角川,3F中文圖書區,2014-05-15,日本文學,3,法律學院,2015-09-21T04:13:47Z
D562c534404,哲學類,記得你22歲的眼神 : 哈佛MBA、百萬人氣網路作家鐘子偉的真情分享,24,2012,商業周刊,3F中文圖書區,2013-04-12,成功法,3,社會科學院,2015-09-23T06:54:22Z
K69ffb4e10d,語言文學類,呼蘭河傳,7,1979,聯合文學出版,3F中文圖書區,1999-03-01,NA,1,人文學院,2013-11-30T06:21:49Z
F208d09b607,社會科學類,民法物權,42,1995,三民,3F中文圖書區,1999-03-01,物權法,4,公共事務學院,2017-01-23T07:58:15Z
J5e0fad87e3,社會科學類,我的技術線型會轉彎:22年畢生絕學大公開,24,2010,"Smart智富文化,家庭傳媒城邦分公司",3F中文圖書區,2011-06-10,投資分析,2,商學院,2014-10-13T00:37:12Z
De7e8c6e4c1,語言文學類,iBT托福應考勝經 : 閱讀測驗,44,2006,臺灣培生教育,3F中文圖書區,2013-05-17,托福考試,3,社會科學院,2016-06-01T05:46:58Z
D9858143881,語言文學類,貓？上幸福魚怎會知道,27,2006,春天出版國際文化出版,3F中文圖書區,2011-04-12,中國小說,2,社會科學院,2015-03-06T06:46:01Z
F208d09b607,社會科學類,民法物權爭議問題研究,72,1999,五南,3F中文圖書區,2002-06-24,"物權法論文,講詞等",4,公共事務學院,2018-03-02T10:49:50Z
If29c7003ef,語言文學類,紅寶書．新日本語能力考試N3文字詞匯(詳解+練習),13,2011,華東理工大學,3F中文圖書區,2015-06-17,日語,3,商學院,2015-09-30T07:25:55Z
Iec5e97df1d,語言文學類,iBT托福應考勝經 : 寫作測驗,46,2005,臺灣培生教育,3F中文圖書區,2013-05-17,托福考試,2,商學院,2014-11-11T06:23:11Z
D165f82bf48,語言文學類,沙丘魔堡.上,18,2007,貓頭鷹,3F中文圖書區,2012-11-20,美國文學,1,社會科學院,2013-12-09T11:56:29Z
Ebf32915fd4,語言文學類,十三人的晚宴,19,2002,遠流,3F中文圖書區,2006-11-08,NA,2,公共事務學院,2014-09-16T07:19:12Z
M1382540a06,社會科學類,美食有這麼了不起嗎? : 拯救誤入歧途的飲食文化!,137,2015,時報文化,3F中文圖書區,2016-04-11,飲食風俗,3,人文學院,2016-06-20T08:48:30Z
Id5ecdf6594,應用科學類,策略管理,13,2014,新加坡商聖智學習,3F中文圖書區,2015-08-12,策略管理,4,商學院,2016-09-14T09:54:30Z
Ka911e71b0d,語言文學類,三人行不行. I,50,2013,印刻文學生活雜誌,3F中文圖書區,2013-09-10,戲劇劇本,2,人文學院,2014-08-14T07:57:17Z
A6a81900486,語言文學類,"移動迷宮. 2, 焦土試煉",25,2014,三采文化,3F中文圖書區,2014-12-10,NA,2,法律學院,2015-05-21T09:14:46Z
N0bd9898de7,語言文學類,第五號屠宰場,50,1994,麥田,3F中文圖書區,2010-12-30,NA,4,人文學院,2017-02-08T02:08:00Z
B3c56fed4d9,應用科學類,大數據的關鍵思考 : 行動X多螢X碎片化時代的商業智慧,8,2014,天下雜誌,3F中文圖書區,2015-03-10,企業管理,3,公共事務學院,2016-04-19T01:27:48Z
A0c6fd801a5,語言文學類,那年夏天，最寧靜的海,13,2005,聯合文學,3F中文圖書區,2013-04-19,長篇小說,2,法律學院,2014-10-01T12:16:43Z
N7cbc0be6c4,應用科學類,"為什麼顧客常說:謝謝,我不需要!",84,2009,高寶國際出版,3F中文圖書區,2009-11-19,銷售,1,商學院,2013-12-19T07:05:00Z
N5f65d2ee53,社會科學類,中國人口史,44,2002,復旦大學出版社出版,3F中文圖書區,2005-04-14,人口歷史中國,2,商學院,2015-04-30T08:17:59Z
Be5044c62be,語言文學類,"格雷的五十道陰影. III, 自由(完結篇)",20,2013,春光,3F中文圖書區,2013-12-30,英國文學,2,公共事務學院,2015-01-14T01:37:17Z
B09310b7c4c,語言文學類,鳥葬之山,45,2005,繆思,3F中文圖書區,2012-06-21,日本文學,1,公共事務學院,2013-11-25T05:47:31Z
A5676aa2714,語言文學類,新多益高分單字&片語:Step-up 900=Advanced words and idioms for the new TOEIC test,13,2008,臺灣培生教育出版,3F中文圖書區,2009-11-18,英國語言詞彙,4,法律學院,2017-05-20T07:20:32Z
Aaa87d5de2b,科學類,Lehrbuch des gemeinen in Deutschland gultigen peinlichen rechts,158,1986,Aalen,4F外文圖書區,2009-05-04,NA,4,法律學院,2017-04-22T08:04:07Z
F0e1813a7e3,藝術類,雨人 [電影片] = Rain man,15,2015,影傑,1F視聽區,2015-10-18,電影片,3,公共事務學院,2016-05-18T02:22:44Z
D2a7e85da26,社會科學類,社會工作管理=Social work management,11,2008,雙葉書廊,3F中文圖書區,2009-10-15,社會工作,3,社會科學院,2015-09-14T12:39:49Z
Dc799d3e43f,社會科學類,"我往那裡走,因為那裡看不見路 : 我的十年社工小革命",34,2013,時報文化,3F中文圖書區,2015-01-23,社會工作,3,社會科學院,2015-10-25T09:56:41Z
D562c534404,應用科學類,The crown of violet,22,2000,Oxford University Press,4F外文圖書區,2006-07-10,Readers.,4,社會科學院,2017-04-05T07:26:09Z
Ec6ef5c0b72,語言文學類,我的第一本西班牙語課本,16,2014,國際學村,3F中文圖書區,2014-10-21,讀本,3,公共事務學院,2015-10-28T07:10:19Z
Ie6ffdf5ac2,語言文學類,再見吧!橄欖樹,2,2012,天下雜誌,3F中文圖書區,2012-12-21,兒童文學,3,商學院,2015-12-09T09:59:42Z
M35f4161f61,總類,考典 : 一次考上國考、公職、銀行、各類證照、國營事業、研究所的萬用備考法,49,2013,商周,3F中文圖書區,2013-12-30,讀書法,3,人文學院,2016-01-12T04:38:13Z
B15b15d7225,語言文學類,基礎俄語語法,2,2004,敦煌,3F中文圖書區,2007-07-30,俄國語言文法,1,公共事務學院,2014-06-29T04:27:14Z
L3f1ee22f0d,語言文學類,英文面試．履歷EASY過關,22,2005,國際學村出版,3F中文圖書區,2008-05-26,英國語言應用文,1,人文學院,2014-03-05T08:32:31Z
L3f1ee22f0d,語言文學類,教父,42,2015,新雨,3F中文圖書區,2015-07-19,NA,3,人文學院,2016-05-19T09:15:23Z
Id378dc67c3,應用科學類,豐田模式:精實標竿企業的14大管理原則,3,2004,美商麥格羅？希爾,3F中文圖書區,2004-10-26,生產管理,3,商學院,2016-12-30T03:48:02Z
C3d09e41d54,世界史地,雪球:巴菲特傳,30,2008,天下遠見出版,3F中文圖書區,2009-04-15,傳記,2,社會科學院,2015-01-15T09:47:01Z
N7652c089bc,應用科學類,"是情緒糟, 不是你很糟 : 穿透憂鬱的內觀力量",41,2010,心靈工坊文化,3F中文圖書區,2013-12-27,憂鬱症,2,商學院,2015-01-15T07:51:13Z
F911912a602,語言文學類,徬徨少年時,17,1979,志文,3F中文圖書區,1999-05-27,NA,1,公共事務學院,2015-04-27T06:12:05Z
Ad3aa5d43fc,社會科學類,金融法,70,2013,元照,3F中文圖書區,2013-12-26,金融法規,3,法律學院,2015-09-18T03:55:37Z
F208d09b607,社會科學類,東亞法律漢字用語之整合,42,2007,新學林,3F中文圖書區,2007-11-02,NA,4,公共事務學院,2016-11-25T08:33:12Z
C7d2c700002,語言文學類,洪荒三疊,88,2013,INK印刻文學,3F中文圖書區,2014-02-17,散文,2,社會科學院,2015-06-24T04:40:31Z
Kadbf84e112,語言文學類,笑傲江湖,64,1996,遠流,3F中文圖書區,2006-03-28,NA,1,人文學院,2014-01-07T08:49:17Z
Bbce4cb213c,語言文學類,少爺,50,1978,純文學,3F中文圖書區,1999-05-28,NA,3,公共事務學院,2016-06-24T08:23:07Z
Da545343005,語言文學類,鬼吹燈,26,2007,高寶國際出版,3F中文圖書區,2009-06-18,NA,3,社會科學院,2015-08-20T07:01:13Z
M35f4161f61,藝術類,悲慘世界 [電影片] = Les Miserables,56,2013,影傑,1F視聽區,2013-11-26,電影片,4,人文學院,2017-03-28T11:23:10Z
Haccca93400,藝術類,華爾街 [電影片] : 金錢萬歲 = Wall Street : money never sleeps,107,2013,影傑,1F視聽區,2013-12-12,電影片,2,商學院,2015-05-19T08:48:31Z
Ie6ffdf5ac2,應用科學類,對手偷不走的優勢 : 冠軍團隊從未公開的常勝祕訣,50,2014,遠見天下文化,3F中文圖書區,2014-06-11,組織管理,2,商學院,2015-02-24T03:08:02Z
J4a522c6989,應用科學類,台灣臉書效應 : Facebook行銷實戰,66,2011,天下雜誌,3F中文圖書區,2012-04-26,電子商務,3,商學院,2016-04-12T12:53:33Z
La349088f48,語言文學類,全新!NEW TOEIC新多益聽力題庫解析,25,2014,國際學村,1F通識悅讀專區,2015-01-27,多益測驗,3,人文學院,2015-12-07T11:33:34Z
B43aa90ddf7,語言文學類,忠狗貝克,5,2007,世一文化,3F中文圖書區,2014-01-09,繪本,2,公共事務學院,2015-03-27T09:19:11Z
K82fbf2639a,語言文學類,老殘遊記 二十回 九回 一卷.初編.二編.外編,45,1990,桂冠,3F中文圖書區,1999-08-10,NA,2,人文學院,2015-03-30T11:41:00Z
D4b6e7da189,社會科學類,"服裝社會心理學.第四冊, 外觀與文化",2,1997,商鼎文化,3F中文圖書區,2015-12-21,服裝心理方面,4,社會科學院,2016-11-22T05:09:25Z
K25d5a89c7c,語言文學類,微暈的樹林,39,2006,洪範書店,3F中文圖書區,2013-06-10,散文,1,人文學院,2014-01-16T09:19:51Z
Fd85fd01066,語言文學類,"白色的力量 : 柯文哲 : 我改變不了四季的變化, 只能盡力讓其盡善盡美",80,2014,三采文化,3F中文圖書區,2014-05-15,散文,3,公共事務學院,2015-12-28T00:47:07Z
O26acf1c9b2,語言文學類,孽子,3,2000,允晨文化,3F中文圖書區,2003-05-20,NA,1,電機資訊學院,2013-12-19T07:58:37Z
Fbf1e6668ed,語言文學類,華胥引.下,51,2011,高寶國際,3F中文圖書區,2013-09-13,言情小說,2,公共事務學院,2014-11-15T04:26:57Z
C2994e99abf,科學類,站長親授!WordPress 3.0部落格架站十堂課,7,2010,電腦人文化出版,3F中文圖書區,2011-06-23,部落格,2,社會科學院,2015-06-07T08:18:15Z
K25d5a89c7c,藝術類,寫給入門者的西洋美術小史,83,2010,好讀出版,3F中文圖書區,2012-04-05,美術史,4,人文學院,2016-10-11T02:04:15Z
K36258dff5b,語言文學類,漢語拼音,61,2008,五南,3F中文圖書區,2015-11-30,漢語拼音,4,人文學院,2017-03-20T04:16:36Z
Id5ecdf6594,應用科學類,全世界都穿UNIQLO:不景氣也能大賣!揭開日本首富柳井正一勝九敗的祕密,81,2010,八方出版,3F中文圖書區,2011-04-27,服飾業,2,商學院,2015-06-05T08:23:10Z
M03e65edbc1,中國史地,明史,12,1962,國防研究院,3F中文圖書區,1999-08-04,NA,2,人文學院,2014-12-18T05:01:43Z
Ka3347bbadc,語言文學類,垂釣睡眠,55,2006,九歌,3F中文圖書區,2008-09-09,NA,2,人文學院,2015-01-15T08:40:57Z
J3ef8ab970f,語言文學類,再給我一天,24,2007,大塊文化出版,3F中文圖書區,2007-05-28,NA,1,商學院,2014-01-16T08:09:09Z
I8a5e6a9af8,語言文學類,重點集中 中級日本語文法總整理？？？？20. 中級文法？全体像？見？？! / I,21,2008,大新,3F中文圖書區,2015-08-05,語法,3,商學院,2016-07-10T07:30:57Z
K589f2c6b22,社會科學類,匱乏經濟學 : 為什麼老是在趕deadline?為什麼老是覺得時間和金錢不夠用?,23,2015,遠流,3F中文圖書區,2015-04-22,市場供需,4,人文學院,2017-06-29T02:39:09Z
Bf0b35337c1,藝術類,教父 [電影片] = The godfahter: the Coppola restoration,53,2015,影傑,1F視聽區,2015-10-16,電影片,3,公共事務學院,2016-06-06T04:13:19Z
A4ac2eb4535,語言文學類,被偷走的那五年 = The stolen years,65,2013,INK印刻文學,3F中文圖書區,2013-12-30,長篇小說,2,法律學院,2014-08-07T03:50:00Z
Gb3eebc49fd,社會科學類,實用證券交易法,26,2011,新學林,3F中文圖書區,2013-12-24,證券法規,4,商學院,2017-02-21T03:51:53Z
Bebea74d7ef,應用科學類,"簡報Show and Tell : 講故事秀圖片, 輕鬆說服全世界",22,2015,天下雜誌,3F中文圖書區,2016-01-11,簡報,3,公共事務學院,2016-03-21T09:41:41Z
L609a0fe1d8,語言文學類,"睡吧,我的美人",2,2008,高寶國際,3F中文圖書區,2010-03-24,NA,1,人文學院,2014-04-24T09:28:09Z
B28ce725a5f,語言文學類,牡丹亭,19,1995,里仁,3F中文圖書區,2000-08-08,NA,1,公共事務學院,2013-12-01T07:54:19Z
Ed6c3f0aa8b,語言文學類,幻夜=？？？,7,2008,獨步文化出版,3F中文圖書區,2009-06-18,NA,4,公共事務學院,2016-09-05T07:29:21Z
Dd3f1f7da5c,社會科學類,老人社會工作,2,2012,華都文化,3F中文圖書區,2012-10-22,老人養護,1,社會科學院,2014-03-04T07:32:56Z
K82fbf2639a,語言文學類,劉墉生活Cafe':8分鐘教你應對進退,45,2009,時報文化,3F中文圖書區,2009-05-06,NA,2,人文學院,2015-03-30T11:41:07Z
B030bb78188,語言文學類,原罪,71,2014,商周,3F中文圖書區,2014-07-29,美國文學,2,公共事務學院,2014-12-11T01:05:00Z
A83927921d6,藝術類,P.S.我愛妳 [電影片] = P.S. I love you,43,2012,NA,1F視聽區,2012-08-16,電影片,2,法律學院,2014-12-11T01:55:00Z
A9b22c3e702,藝術類,礦工．太陽．洪瑞麟,73,2000,雄獅,3F中文圖書區,2002-05-15,藝術家傳記中國,3,法律學院,2016-03-21T01:19:16Z
G222cb09b36,語言文學類,我們的遺憾來自於相愛時間的錯過=If only we could fall in love then,4,2008,春天出版國際文化出版,3F中文圖書區,2014-10-14,中國小說,4,商學院,2017-06-22T09:03:08Z
E01bdcf0496,應用科學類,賈伯斯傳,13,2011,天下文化,3F中文圖書區,2012-05-16,傳記,2,公共事務學院,2015-06-29T07:08:57Z
Bca766d94b7,哲學類,薛西弗斯的神話 : 闡述荒謬哲學的評論文章,33,2017,大塊文化,3F中文圖書區,2017-12-26,哲學,4,公共事務學院,2018-02-23T04:02:38Z
Eef8c2e10c0,哲學類,EQ測驗書 : 你的EQ及格嗎?,40,1997,時報文化,1F職涯博覽專區,2014-06-27,情緒商數,2,公共事務學院,2014-11-17T02:57:43Z
K94ed57dfce,哲學類,李卓吾新論,148,2008,國立臺北大學出版社,3F中文圖書區,2008-08-29,李贄學術思想,4,人文學院,2017-06-20T09:44:59Z
Jbdb05f52b1,社會科學類,"貨幣銀行學概論=Essentials of money, banking and economic activities",72,2010,前程文化,3F中文圖書區,2011-04-28,貨幣銀行學,3,商學院,2016-03-04T09:16:35Z
Cfe6ff5f306,社會科學類,經濟學原理,19,2007,湯姆生出版,3F中文圖書區,2010-01-04,經濟哲學，原理,1,社會科學院,2014-01-03T12:39:19Z
N65c07eb0d5,社會科學類,同性戀者權利平等保障之憲法基礎,53,2002,學林文化,3F中文圖書區,2003-03-05,同性戀法規論述,1,商學院,2013-12-18T11:09:02Z
D0d9ba8cc16,社會科學類,我們是誰?台灣是什麼?:台灣的過去、現在和未來,2,2006,上海譯文,3F中文圖書區,2009-03-24,NA,2,公共事務學院,2015-04-21T07:02:07Z
